h3_index,lat,lon,reisezeit_stunden
849cd5dffffffff,-8.152363326399389,142.2495797192013,35.393089294433594
8429985ffffffff,39.70186782888654,-114.23058755008948,17.1812801361084
84b99cdffffffff,-27.60812678495772,138.94087866916766,34.645362854003906
847aaa1ffffffff,5.2497104069270755,47.33826905335314,18.217763900756836
8459827ffffffff,12.491742190064977,-1.2046497050416825,9.854005813598633
8424c0dffffffff,39.00530575776962,106.1186406621572,16.44260025024414
8466189ffffffff,6.841096156037535,-75.86740273509628,17.40354347229004
8402ce9ffffffff,70.27415052193096,-103.5839463528828,30.01691246032715
84499ebffffffff,21.866568489718837,-98.97635704157983,16.3012752532959
84f19edffffffff,-73.70139782094289,103.88121728637175,30.48126983642578
844b0b7ffffffff,27.864148342454417,128.89211050853177,18.098066329956055
84839dbffffffff,-3.6005636883963277,15.962117938519162,14.583403587341309
842d9c3ffffffff,32.83958270752704,40.202505193698684,12.032011032104492
8402887ffffffff,71.94470478519202,-122.52142156528666,40.04481506347656
84df6cbffffffff,-54.096789283293084,-72.00633826776618,29.60603904724121
84b328bffffffff,-18.609835790578494,-66.76135638949046,21.283416748046875
84f0131ffffffff,-76.25487597712879,77.96400870501498,30.48126983642578
8405a6dffffffff,71.21811032421402,109.71919857115145,50.337581634521484
841183bffffffff,54.429201707577256,38.46993702149007,6.4820380210876465
846b9b9ffffffff,4.50151463939458,19.20951728367334,13.430768013000488
846b615ffffffff,16.320120733593168,31.236595041285412,29.304431915283203
8402463ffffffff,74.86088940170195,-83.33237812175045,70.42044830322266
8414815ffffffff,48.54612554934074,129.528689598581,19.346580505371094
84590e1ffffffff,19.634717905233526,3.473430444874195,23.167659759521484
84439d5ffffffff,21.305422727972978,58.26539307420018,12.165111541748047
84a9695ffffffff,-26.443983210991718,-60.498459669308346,23.052459716796875
842172bffffffff,52.991126258686364,67.28939776653013,12.698649406433105
8421115ffffffff,47.26514845928799,60.89807480995088,18.904659271240234
8496847ffffffff,-6.903036796536494,33.990237016587194,23.568965911865234
84b9a91ffffffff,-31.728446033245906,134.96503714340358,29.029727935791016
843f5a7ffffffff,30.54873603493883,28.030565461430633,11.120925903320312
8458ad5ffffffff,10.21550116134302,5.410683178933191,10.859893798828125
84550e7ffffffff,21.99937456777559,-11.164072276868,35.1652946472168
8458a89ffffffff,9.957903575164671,5.141558240616208,11.049246788024902
84408abffffffff,34.54635956804857,108.60321234495002,14.380105018615723
8408e39ffffffff,67.03540897767644,19.595881206378124,7.5742621421813965
8421829ffffffff,41.00817417583483,61.3968806930956,11.20230484008789
8420aebffffffff,40.57168530977919,71.35633165485778,11.460736274719238
84299cdffffffff,38.20184184284752,-114.43773699917791,15.664911270141602
8427341ffffffff,54.604407278804715,-98.11660058339594,17.839601516723633
8468435ffffffff,8.122669849074109,125.14655169761447,20.00669288635254
8444e0dffffffff,30.137900423173747,-84.72108266071403,13.4107027053833
8468833ffffffff,-0.45116674420484876,115.92062742902637,21.871238708496094
8412557ffffffff,55.20797504677499,-110.0633551182978,18.421409606933594
84b26e1ffffffff,-29.11313271778206,-61.97297608516747,24.254426956176758
8459755ffffffff,22.5125308356112,6.871046106592165,28.110158920288086
844382dffffffff,21.48314865680409,56.04378243213869,13.448668479919434
842ba4dffffffff,49.84762201601567,-71.57863033264587,13.18187427520752
842b93bffffffff,46.03690686280099,-80.00104535163021,12.156768798828125
84b9a39ffffffff,-31.858174903863684,138.99419566654808,27.82147979736328
848b21dffffffff,-17.930226297175683,-64.92333834764874,19.741952896118164
842ecadffffffff,45.61524502916194,134.18584715496968,18.952850341796875
841f263ffffffff,56.568624183284804,9.635367931394883,3.7279469966888428
8440ee3ffffffff,30.509760734574908,102.03767361966135,15.037421226501465
8453481ffffffff,23.350473262005462,51.32710268902305,17.542997360229492
84049cdffffffff,64.94123747296676,142.22202622533317,21.84139060974121
8482121ffffffff,-2.142653883506608,12.61413737421543,17.184228897094727
84b8997ffffffff,-20.206667323505204,132.1278270087904,55.98619079589844
842784dffffffff,49.31598661647996,-106.85787560224753,16.05377960205078
84f1b47ffffffff,-75.21391754948722,121.44286941996276,30.48126983642578
84a962bffffffff,-28.83052758022243,-57.55958104655209,24.056943893432617
8427083ffffffff,47.94124316685914,-93.05888895271993,13.31395149230957
84969c3ffffffff,-4.14708943841403,33.164097965163336,16.96595573425293
84ef8cdffffffff,-78.21895029486244,-11.144812372381743,30.47577667236328
84829ebffffffff,4.0090003735307445,14.611229093502917,15.938848495483398
84539e7ffffffff,16.8676160469615,34.68323327190059,21.15302276611328
8469305ffffffff,13.653590540165409,108.91219667511547,19.199010848999023
846ba11ffffffff,10.455707965326182,18.942926799677444,19.98914909362793
84110c7ffffffff,62.40534458470002,34.133532770547056,8.926620483398438
8416205ffffffff,57.66224309439985,161.8072107852513,28.373117446899414
841744bffffffff,62.94082852817026,171.36351281068264,62.240535736083984
8458549ffffffff,13.710666663217443,11.349673384410647,16.99239158630371
8467267ffffffff,18.308223494020513,-74.06050931803905,17.726558685302734
84c3429ffffffff,-37.32912054959639,-63.87031627070043,22.2001895904541
848b567ffffffff,-11.04465937509322,-65.62017595602042,23.916067123413086
840350dffffffff,82.26354960280037,-81.63524625491102,173.66778564453125
8494ce9ffffffff,-17.671240102494092,131.20392560981915,30.89297103881836
84bc4adffffffff,-31.562746828209647,21.169880174281612,19.34891128540039
84a706dffffffff,-29.724353387799507,116.07136323738602,24.517454147338867
840a945ffffffff,55.05720647053508,99.39539104779762,15.492112159729004
84b34a5ffffffff,-25.707618690620112,-63.16209708456642,25.11393928527832
844205bffffffff,27.70661650713466,63.01104575271319,15.482542037963867
849d255ffffffff,-24.175570447825717,151.83395056683332,27.933414459228516
849d6a7ffffffff,-22.97486731198868,140.40456478959007,28.26833724975586
84df339ffffffff,-63.95503705677453,-59.64373085983289,30.47577667236328
842d1a1ffffffff,38.831638087007626,38.30426699030548,8.946831703186035
8424413ffffffff,45.23153896995253,113.08927190865356,22.182159423828125
846a8a3ffffffff,-1.016332145889491,24.288493612690534,19.429088592529297
8465295ffffffff,1.5703229039701128,99.29333011486949,22.246057510375977
84f15a9ffffffff,-81.95606728547817,47.88363698779957,30.47577667236328
844026dffffffff,24.22365494250233,112.0075396802118,15.430119514465332
8458f55ffffffff,9.363284955215198,8.14456555120632,9.338186264038086
8466213ffffffff,10.434608330378023,-72.51731314695587,22.887928009033203
84e5401ffffffff,-68.62330023978797,104.2854080896788,30.48126983642578
